cod_id,path,formula,n_sites,n_species,volume,density,a,b,c,alpha,beta,gamma
1000061,data/raw/cif/1/00/00/1000061.cif,Al(HO)3,28,3,206.8635363358202,2.5046068314295122,5.062,8.671,4.713,90.0,90.27,90.0
1000000,data/raw/cif/1/00/00/1000000.cif,AlP2H17C5(NO4)2,140,6,1319.8989729698894,1.6210423854008031,7.8783,10.4689,16.068,90.0,95.147,90.0
1000062,data/raw/cif/1/00/00/1000062.cif,SnO2,6,2,71.53260410600002,6.9970289368805245,4.738,4.738,3.1865,90.0,90.0,90.0
1000001,data/raw/cif/1/00/00/1000001.cif,H142C107(N7O13)2,1156,4,11309.065344,1.1983596342667242,48.48,21.72,10.74,90.0,90.0,90.0
1000063,data/raw/cif/1/00/00/1000063.cif,Cu2O,6,2,76.87405100799998,6.18177023354037,4.252,4.252,4.252,90.0,90.0,90.0
1000002,data/raw/cif/1/00/00/1000002.cif,SrH3C3O7,56,4,613.212654326477,2.6179061567536053,6.341,16.88,5.7798,90.0,97.6,90.0
1000064,data/raw/cif/1/00/00/1000064.cif,Fe2SiO4,28,3,307.42433453717996,4.402685873964464,4.8195,10.4788,6.0873,90.0,90.0,90.0
1000003,data/raw/cif/1/00/00/1000003.cif,Sr(CO2)3,40,3,524.8133186841975,2.7799211848825127,7.966100000000001,9.205,7.3198,90.0,102.104,90.0
1000066,data/raw/cif/1/00/00/1000066.cif,Ba2Y1Cu2.5Pd0.5O7,13,6,174.068331613,6.559708757653066,3.841,3.883,11.671,90.0,90.0,90.0
1000004,data/raw/cif/1/00/00/1000004.cif,CuP2H30C29I,126,5,1364.942059141231,1.5351733015601814,9.898999999999997,11.729000000000001,12.259,103.442,96.291,95.56000000000002
1000065,data/raw/cif/1/00/00/1000065.cif,C,12,1,175.3060757069769,1.3652170249990045,2.46,2.46,33.45,90.0,90.0,119.99999999999999
1000005,data/raw/cif/1/00/00/1000005.cif,Sr5V3H3(O3F8)2,132,5,1753.518519015851,3.7648683996847283,11.217,8.1775,19.887,90.0,105.999,90.0
1000067,data/raw/cif/1/00/00/1000067.cif,LiSbWO6,36,4,406.51149174444004,6.67525841302887,4.6664,17.4435,4.9941,90.0,90.0,90.0
1000006,data/raw/cif/1/00/00/1000006.cif,H25C22N2ClO8,232,5,2183.294034761,1.4630109423721895,10.93,12.7162,15.7085,90.0,90.0,90.0
1000068,data/raw/cif/1/00/00/1000068.cif,LiNbWO6,18,4,203.32508421407698,6.20169176825626,4.6819,4.6819,9.2757,90.0,90.0,90.0
1000007,data/raw/cif/1/00/00/1000007.cif,CaMg(SiO3)2,40,4,438.6312279050659,3.2792047324827545,9.7397,8.9174,5.2503,90.0,105.866,90.0
1000079,data/raw/cif/1/00/00/1000079.cif,KVPO6,72,4,1050.2653064904,2.7448570795888765,6.755,9.1026,17.0808,90.0,90.0,90.0
1000008,data/raw/cif/1/00/00/1000008.cif,CaMg(SiO3)2,40,4,438.38549435015307,3.2810428650090016,9.737699999999998,8.9151,5.2494,90.0,105.85100000000001,90.0
1000080,data/raw/cif/1/00/00/1000080.cif,VPNO6,72,4,1117.20116466816,2.282045155144755,6.8064,9.2567,17.732,90.0,90.0,90.0
1000009,data/raw/cif/1/00/00/1000009.cif,CaMg(SiO3)2,40,4,430.51332383910795,3.341038520095978,9.6808,8.8488,5.218,90.0,105.606,90.0
1000081,data/raw/cif/1/00/00/1000081.cif,RbVPO6,72,4,1116.8867579022,3.132649812581461,6.8182,9.291,17.631,90.0,90.0,90.0
1000010,data/raw/cif/1/00/00/1000010.cif,CaMg(SiO3)2,40,4,424.12915099064554,3.3913292566695987,9.634099999999998,8.7948,5.1926,90.0,105.421,90.0
1000082,data/raw/cif/1/00/00/1000082.cif,Rb2NaAl6F21,60,4,790.350688070427,3.1716134899254294,12.075,6.972,10.214,90.0,113.2,90.0
1000011,data/raw/cif/1/00/00/1000011.cif,CaMg(SiO3)2,40,4,421.2562586940686,3.414457515290244,9.6135,8.7695,5.1813,90.0,105.337,90.0
1000012,data/raw/cif/1/00/00/1000012.cif,CaMg(SiO3)2,40,4,415.4933089960895,3.461816513571224,9.5731,8.7197,5.158,90.0,105.20299999999999,90.0
1000084,data/raw/cif/1/00/00/1000084.cif,VPH5O7,56,4,532.361741523699,2.4822633733735175,7.61,7.42,9.47,90.0,95.4,90.0
1000013,data/raw/cif/1/00/00/1000013.cif,CaMg(SiO3)2,40,4,412.82561781699735,3.4841868728181233,9.5557,8.6951,5.1474,90.0,105.14800000000001,90.0
1000085,data/raw/cif/1/00/00/1000085.cif,Rb2Cr5F17,192,3,2784.7029574400003,3.5963966901785307,7.418,25.67,14.624,90.0,90.0,90.0
1000014,data/raw/cif/1/00/00/1000014.cif,CaMg(SiO3)2,40,4,410.53572114930716,3.503621059659016,9.5391,8.6752,5.1385,90.0,105.106,90.0
1000086,data/raw/cif/1/00/00/1000086.cif,Al16H38.112O30.08F25.92,216,4,958.9936362995439,2.500036578692941,9.8614,9.8614,9.8614,90.0,90.0,90.0
1000015,data/raw/cif/1/00/00/1000015.cif,CaMg(SiO3)2,40,4,408.6809519316795,3.519521992797622,9.527,8.6587,5.1306,90.0,105.067,90.0
1000087,data/raw/cif/1/00/00/1000087.cif,Al2H3(OF)3,112,4,926.5742167490001,2.3223148063046994,9.749,9.749,9.749,90.0,90.0,90.0
1000016,data/raw/cif/1/00/00/1000016.cif,CaMg(SiO3)2,40,4,407.1639432754514,3.5326350039496117,9.5164,8.6449,5.1246,90.0,105.03299999999999,90.0
1000088,data/raw/cif/1/00/00/1000088.cif,Li2TbF6,36,3,400.4167828134531,4.757431966657322,7.585,4.965,11.116,90.0,106.96,90.0
1000017,data/raw/cif/1/00/00/1000017.cif,Al2O3,30,2,255.03329306417825,3.983260748587257,4.7606,4.7606,12.994,90.0,90.0,119.99999999999999
1000089,data/raw/cif/1/00/00/1000089.cif,Li2TbF6,36,3,394.69492774275545,4.826400008323311,7.56,4.934,11.066,90.0,107.02,90.0
1000018,data/raw/cif/1/00/00/1000018.cif,H22C13O3,152,3,1210.766292669533,1.2415274089801989,9.812,11.140999999999998,11.443,82.47,77.55999999999999,89.46000000000001
1000090,data/raw/cif/1/00/00/1000090.cif,K2FeF5,128,3,1948.1662394758982,3.123505661950782,7.4059,12.8771,20.4282,90.0,90.0,90.0
1000019,data/raw/cif/1/00/00/1000019.cif,H17C17NO2,148,4,1402.8261287474422,1.2657285087298107,12.1194,10.2869,12.5048,90.0,115.864,90.0
1000091,data/raw/cif/1/00/00/1000091.cif,Ca20.284Lu9.716F70,100,3,1240.2619834106279,5.144990176537516,8.6633,8.6633,16.5252,90.0,90.0,90.0
