cod_id,path,formula,n_sites,n_species,volume,density,a,b,c,alpha,beta,gamma,mp_id,mp_e_form_per_atom,mp_e_above_hull,oqmd_best_id,oqmd_delta_e,oqmd_stability
1000230,data/raw/cif/1/00/02/1000230.cif,MnFeH4O2F5,52,5,530.6577549,3.0266413864478685,7.475,10.766,6.594,90.0,90.0,90.0,mp-504945,-2.089966180610081,0.000495924935886,,,
1000231,data/raw/cif/1/00/02/1000231.cif,ZnFeH4O2F5,52,5,522.415152028,3.2075264968494848,7.451,10.747,6.524,90.0,90.0,90.0,mp-763244,-2.002051572692308,0.004053153589741,,,
1000232,data/raw/cif/1/00/02/1000232.cif,NaCu3F7,44,3,530.7053697917906,4.338153899941445,12.124,7.344,6.924,90.0,120.59,90.0,mp-29343,-2.036233973636364,0.005178703409083001,,,
1000233,data/raw/cif/1/00/02/1000233.cif,BaYFeCuO5,9,5,114.485442984,6.173361709145088,3.867,3.867,7.656,90.0,90.0,90.0,mp-505589,-2.463047101666666,0.010360387458336002,,,
1000234,data/raw/cif/1/00/02/1000234.cif,Ba2Y1Cu2.5Pd0.5O7,13,5,174.068331613,6.559708757653066,3.841,3.883,11.671,90.0,90.0,90.0,,,,,,
1000235,data/raw/cif/1/00/02/1000235.cif,FeH10N2OF5,76,5,678.7229034299999,2.0054898269172177,10.491,8.09,7.997,90.0,90.0,90.0,mp-24619,-1.443161746578947,0.0,,,
1000236,data/raw/cif/1/00/02/1000236.cif,Na2Ca3Al2F14,84,4,1079.0984445929998,2.992417039341658,10.257,10.257,10.257,90.0,90.0,90.0,mp-555730,-3.878097448940887,0.008264570396827,,,
1000237,data/raw/cif/1/00/02/1000237.cif,Na2CrNiF7,44,4,544.476686688,3.533581558245828,7.183,10.224,7.414,90.0,90.0,90.0,mp-558356,-2.865084767068966,0.0,,,
1000238,data/raw/cif/1/00/02/1000238.cif,AlF3,48,2,593.447939508,2.819725107801017,6.931,12.002,7.134,90.0,90.0,90.0,mp-468,-3.86576940625,0.0,,,
1000239,data/raw/cif/1/00/02/1000239.cif,LiFe2F6,18,4,204.130714284,3.7846039603016632,4.679,4.679,9.324,90.0,90.0,90.0,mp-557403,-2.753536442592592,0.0,,,
1000242,data/raw/cif/1/00/02/1000242.cif,BaY2PdO5,18,4,248.106303599,6.713677347235893,6.523,6.523,5.831,90.0,90.0,90.0,mp-9656,-3.026492026666667,0.018598186541664,,,
1000243,data/raw/cif/1/00/02/1000243.cif,NbFeF6,24,3,358.014862943575,3.655934999648567,5.4201,5.420100000000001,14.072,90.0,90.0,120.0,mp-541138,-2.9860387975,0.020374104291666,,,
1000244,data/raw/cif/1/00/02/1000244.cif,NbFeF6,24,3,356.45865532467656,3.671895879867532,5.3942,5.3942,14.1457,90.0,90.0,120.0,mp-541138,-2.9860387975,0.020374104291666,,,
1000245,data/raw/cif/1/00/02/1000245.cif,NbFeF6,32,3,464.6410361280212,3.7559577281049528,7.793,7.7398,7.7435,86.585,87.046,86.138,mp-541138,-2.9860387975,0.020374104291666,,,
1000246,data/raw/cif/1/00/02/1000246.cif,NbFeF6,32,3,461.7924957086599,3.779126137079423,7.7994,7.714300000000001,7.7206,86.483,86.96799999999999,85.687,mp-541138,-2.9860387975,0.020374104291666,,,
1000248,data/raw/cif/1/00/02/1000248.cif,Ba2Ni7F18,27,3,333.84999174301123,5.110586071109644,6.937000000000001,7.229,7.456,94.37,93.16,115.86,mp-560626,-2.7366101596296293,0.054833389629631,,,
1000249,data/raw/cif/1/00/02/1000249.cif,Ba2Ni7F18,27,3,331.9442236365227,5.139927120738663,6.924,7.218,7.437,94.39,93.2,115.82,mp-560626,-2.7366101596296293,0.054833389629631,,,
1000250,data/raw/cif/1/00/02/1000250.cif,La3.8Ni2O7.86,14,3,189.56945490400005,6.753446528352364,3.869,3.869,12.664,90.0,90.0,90.0,,,,,,
1000251,data/raw/cif/1/00/02/1000251.cif,LiVCuO4,28,4,288.055506964,4.275665988027062,5.662,5.809,8.758,90.0,90.0,90.0,mp-505131,-1.960942226904761,0.042682537857147006,,,
1000252,data/raw/cif/1/00/02/1000252.cif,Fe2CuH4(OF4)2,68,5,736.8424417436057,3.2744970634130746,7.541,7.501,13.027,90.0,90.52,90.0,mp-644277,-2.014881557058824,0.017063480196075002,,,
1000254,data/raw/cif/1/00/02/1000254.cif,V2CuO8,22,3,356.1048225645312,2.7365108080124387,5.617,5.595,11.333,90.0,91.04000000000002,90.0,mp-1192382,-1.389107243636363,0.261151525965908,,,
1000255,data/raw/cif/1/00/02/1000255.cif,TlV3O8,24,3,325.10562988282913,4.956533900366913,7.78,8.423,4.993,90.0,96.48,90.0,mp-18996,-2.191476307361112,0.0,,,
1000256,data/raw/cif/1/00/02/1000256.cif,Li2NiF4,56,3,575.5151334319999,3.429340232484781,8.318,8.318,8.318,90.0,90.0,90.0,mp-35759,-2.780159261190476,0.0,,,
1000257,data/raw/cif/1/00/02/1000257.cif,Na2FeNiF7,44,4,555.5712805461,3.5090326705669352,7.2338,10.305,7.4529,90.0,90.0,90.0,mp-561395,-2.708318773887147,0.0,,,
1000258,data/raw/cif/1/00/02/1000258.cif,Na2FeNiF7,44,4,548.7561971850001,3.552611859812381,7.203,10.255,7.429,90.0,90.0,90.0,mp-561395,-2.708318773887147,0.0,,,
1000259,data/raw/cif/1/00/02/1000259.cif,Na2FeNiF7,44,4,548.8097082720001,3.5522654663003093,7.203,10.256,7.429,90.0,90.0,90.0,mp-561395,-2.708318773887147,0.0,,,
1000260,data/raw/cif/1/00/02/1000260.cif,LiCoF4,12,3,127.85503491740168,3.685064692620412,5.4354,4.6527,5.5392,90.0,114.117,90.0,mp-554689,-2.526201368055556,0.0,,,
1000269,data/raw/cif/1/00/02/1000269.cif,CsBaCr3F12,136,4,2109.766266037563,4.119232797035929,17.184,9.886,15.037,90.0,124.32,90.0,mp-557433,-3.2892202838032443,0.0,,,
1000270,data/raw/cif/1/00/02/1000270.cif,Tl4Mo5O17,52,3,842.4633219646407,6.18604046350926,7.703,10.702999999999998,12.216,97.68,118.76000000000002,99.81,mp-554919,-1.8054557649359,0.0,,,
1000271,data/raw/cif/1/00/02/1000271.cif,Mo5N4O17,52,3,876.8550191108038,3.0592171834184168,7.750000000000001,11.038,12.421,98.52,119.87,99.18,mp-1180972,-0.9228936361538451,0.6367177161057751,,,
1000272,data/raw/cif/1/00/02/1000272.cif,KGaF4,48,3,698.85946356,3.5130654928546434,12.211,7.496,7.635,90.0,90.0,90.0,mp-15408,-3.047392630166667,0.0,,,
1000273,data/raw/cif/1/00/02/1000273.cif,Rb0.28Al4H14.88N3.72F16,56,5,329.421547106445,2.535179197317565,5.0881,5.0881,12.7245,90.0,90.0,90.0,,,,,,
1000274,data/raw/cif/1/00/02/1000274.cif,Rb0.4Al4H14.4N3.6F16,56,5,329.400823271473,2.5761287763645244,5.0893,5.0893,12.7177,90.0,90.0,90.0,,,,,,
1000275,data/raw/cif/1/00/02/1000275.cif,Rb0.12Al4H15.52N3.88F16,40,5,325.0001250092509,2.5145455091604267,5.0569,5.0569,12.7091,90.0,90.0,90.0,,,,,,
1000276,data/raw/cif/1/00/02/1000276.cif,Rb0.28Al4H14.88N3.72F16,56,5,324.90355031272304,2.5704325254943945,5.0579,5.0579,12.7003,90.0,90.0,90.0,,,,,,
1000277,data/raw/cif/1/00/02/1000277.cif,Rb0.4Al4H14.4N3.6F16,56,5,325.10683171999995,2.6101541308693563,5.06,5.06,12.6977,90.0,90.0,90.0,,,,,,
1000278,data/raw/cif/1/00/02/1000278.cif,Ba7Fe6CuF34,96,4,1432.80295781495,4.649339185428249,16.892,11.331,7.646,90.0,101.75,90.0,mp-553974,-3.299934332291667,0.0015561132291650002,,,
1000361,data/raw/cif/1/00/03/1000361.cif,Ba3ScCO3F7,60,5,925.967992736,4.662112993675088,11.519,13.456,5.974,90.0,90.0,90.0,mp-560519,-3.715831228,0.0,,,
1000300,data/raw/cif/1/00/03/1000300.cif,CaAlF5,28,3,366.4301426035834,2.937454169905845,8.712,6.317,7.349,90.0,115.04000000000003,90.0,mp-8836,-4.010018601428571,0.008530122142859,,,
1000362,data/raw/cif/1/00/03/1000362.cif,Na2EuC(OF)3,80,5,1001.31013336,4.17838874898211,6.596,10.774,14.09,90.0,90.0,90.0,mp-556836,-2.836207078775864,0.0,,,
1000301,data/raw/cif/1/00/03/1000301.cif,PrNiO3,20,3,221.79422403411,7.414949236857659,5.4145,5.3753,7.6206,90.0,90.0,90.0,mp-22280,-2.406667594333332,0.0,,,
1000363,data/raw/cif/1/00/03/1000363.cif,AlFeF5,14,3,163.93020963857998,3.602443475710568,7.4289,6.203,3.5574,90.0,90.0,90.0,mp-28901,-3.310668462142857,0.010200512857146,,,
1000302,data/raw/cif/1/00/03/1000302.cif,PrNiO3,20,3,221.79858978784,7.414803285333262,5.4154,5.3755,7.6192,90.0,90.0,90.0,mp-22280,-2.406667594333332,0.0,,,
